pse,RMS,range,mean,var,skew,kurt,jerk_mean,jerk_std,jerk_skew,jerk_kur,psp,pspf,wpsf
1.1058709877005428,5.945554096979788,-6848.679085479929,9.697500740454835,5.895443302903959,1.4125570070548512,30.949340476836714,0.05052776947720096,6.28274802009513,-0.16321923484628398,30.336620981451688,8.843486046278606,2.159484249353372,9.917304625682196
1.2622332064803987,5.968331541802929,-3097.0957829848962,9.719036087642936,6.81227973620515,0.09804049587686264,4.969887874209456,-0.9224824972290646,7.050779136186924,-0.1754262718077258,6.8615159561590024,9.884827761234668,1.2039728043259361,10.565960865614162
-0.15177063587336215,5.985983997082275,-6028.623409583942,9.737488607865526,6.4458445802589805,0.0732221344564697,2.7496423866604545,-0.11195050922673927,6.702580786526711,0.16853175628066247,3.8345492980609945,10.713460154911427,1.791759469228055,10.922210766467044
1.2308862339527245,6.1527818079017855,32858.80154317232,9.873606032237406,8.505020571716388,1.0079906005118537,0.7712164417355892,1.4274177334760252,8.786426518141557,0.2514311597553861,0.6467218076744911,11.133512951676682,1.3862943611198906,12.27358887135564
0.6977544703155457,6.168604197710675,10429.31810268897,9.893480550688642,8.453697432300322,2.259779088151393,6.046339948843477,2.9196890277835292,8.852913612170617,-0.003558700230898175,3.0553105322747145,11.220960521918247,1.0986122886681098,11.846530405207387
1.9136026632081755,5.956290840273529,-12199.246020949431,9.708407298608767,5.33401827317123,0.211598911636082,4.963101409469147,0.02513956842936365,5.721510565927445,-0.7423026389961793,5.542047841262287,8.086299438655528,2.367123614131617,10.465926171477928
0.725841433607698,5.9753652814012055,-6188.294611374458,9.726816601533752,6.472336379724359,0.057171386268548556,1.4241595187836293,-0.7093480884392064,6.68208107881003,-0.11833533881160842,1.8338572742396655,10.059697960432619,1.466337068793427,10.663937215052968
1.6895633319168157,6.053319578029835,-1312.530686001837,9.803652306491788,7.00838783715696,1.038538033085208,10.399719354239288,-0.2735879502389946,7.23231800867337,-0.07954502306178435,9.249015349195089,8.552047654864534,2.120263536200091,10.048428964767224
1.1666612419802904,6.018965165513804,-7620.959292191131,9.770667868217117,6.310065288026995,0.7412904541984087,18.82300026211321,0.05652632462652965,6.530513990845987,-0.8603040412156993,18.805174860223765,9.537612580897207,1.0986122886681098,10.160756246730495
1.0441069302154828,6.011853986382362,3208.15557624216,9.763180015056147,6.586536693181056,4.361803380029947,73.20749066013707,-0.13582020344514265,6.838672246467885,-1.3892105011528277,61.02709579423022,9.494633656100143,1.466337068793427,10.35755454144428
1.2132359235464023,6.318694960849131,29395.18304265924,10.016733563678285,8.932697745260123,1.1155372513381174,0.5282514047641195,14.745459733647065,9.357286889988742,0.0646912415526261,0.12564548582373591,10.321434204646065,1.540445040947149,11.505936381349342
0.8469030241376171,6.327079577353624,34755.85513529115,10.012667237642733,9.038450154245083,0.85224784868082,-0.3537881078354346,10.932982960952216,9.444869395025396,-0.0806599963722061,-0.31786591697810485,10.27660440249151,1.6094379124341003,10.986896113045724
1.562913553054659,5.959454971770821,-12646.67753540687,9.711603450026326,5.078714567303739,0.7666235673799233,8.000545525567645,-0.09549238831926961,5.470588987295872,-0.2420585133150065,7.1711228616779294,9.644759202420579,1.2992829841302609,10.534920347003638
1.647018574673795,5.987641806415947,12320.191226454172,9.737879254116038,6.967601205186283,1.0278375984410524,6.32405982751339,-0.4596568885636476,7.183226001410097,-0.4284652986222283,5.250687081844308,9.04566438425677,1.6094379124341003,10.263357077465837
0.8110013644853291,6.063320991292686,8489.572697142645,9.814791165924019,6.547475183438791,0.4300350473003054,16.019866643558874,-0.7256395394341939,6.755584018023144,-0.6274098183222414,10.910137779403719,9.207233985294408,1.6094379124341003,9.825594086533668
1.808840871139195,6.017070623649021,20207.06612508763,9.752537913063216,8.062178060841667,1.3358527037580774,3.106752236777113,0.6478900440110998,8.181190364246063,-0.4467193730543293,2.9446921196832485,8.650188603233053,1.540445040947149,10.1171950683924
1.3795927891516566,5.969938307961711,-404.07214909423135,9.720272786821042,6.924537454594036,0.5177854133597879,3.8491947947088,-0.10054083181737196,7.129460914619145,0.3643324425914843,3.2660965277108938,7.768700743458381,2.538973871058276,9.204933427761636
1.8092439111289214,6.265782215690699,40735.364222540375,9.948487860225498,8.996923620711776,0.8098670176056934,-0.5077577561351134,2.871003614927108,9.306324214489182,0.33936370079318295,-0.2547257772718057,8.10937366176932,1.791759469228055,9.870739301919011
0.8583600553614413,6.257081042562596,32713.117427662397,9.941500652687223,8.9765727554747,0.8602613804227075,-0.35896419297169935,-1.168002786931392,9.305464726103619,0.19781402643736917,0.09358125096914362,8.82789616381512,1.540445040947149,9.383813369999313
0.9350239984238813,6.026519708496229,25364.02928299218,9.751558230671353,8.308716427577615,1.476007567098262,4.101674722164148,0.1958257182643985,8.627588495779325,1.1001927962295277,3.946684954563693,9.203964691031533,1.2039728043259361,9.627249201310308
1.6247975796314684,6.006583468710932,-11920.82122081672,9.758569661945442,5.870060673936523,0.20160635454777523,6.679561570227523,-0.32031338960435835,6.111196548967306,0.30995786162076916,8.403355454692575,8.924819912055055,2.456735772821304,10.701129713033035
1.658335128086599,6.038614217106958,24716.22373675943,9.78016389127575,7.860789407820551,1.919324504642627,6.740848675257702,6.134658594333268,7.999725252168259,0.7204408533164707,5.606794673674969,9.667419774344014,1.466337068793427,10.91814382932144
1.6383087581739948,6.038328445856326,24335.832734100743,9.781675571445422,7.768935052152549,2.423081798948171,11.280405580025802,-1.1648372684239683,8.005725830840031,0.816335163688283,10.160541996146696,9.502344747964132,1.8458266904983307,11.065615734009993
