title
"Smartphone Motorola One Vision 128GB Dual Chip Android Pie 9.0 Tela 6,3"" 4G + Câmera 48+5MP - Azul Safira"
"Iphone 8 Plus 64GB Ouro  Tela 5.5"" iOS 12 4G Câmera 12MP - Apple"
iPhone 8 Plus 64gb Silver Tela 5.5” iOS 12 4G Câmera 12 MP - Apple
"Smartphone Samsung Galaxy S10e 128GB Dual Chip Android 9.0 Tela 5,8"" Octa-Core 4G Câmera 12MP + 16MP - Preto"
"Smartphone Samsung Galaxy Note 9 128GB Nano Chip Android Tela 6.4"" Octa-Core 2.8GHz 4G Câmera Dupla 12MP 6GB RAM + Caneta S Pen com Controle Remoto - Azul"
"Smartphone Motorola Moto G7 Play 32GB Dual Chip Android Pie - 9.0 Tela 5.7"" 1.8 GHz Octa-Core 4G Câmera 13MP - Indigo"
"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G Câmera 13 + 5MP (Traseira) - Preto"
"Smartphone Samsung Galaxy M20 64GB Dual Chip Android 8.1 Tela 6.3"" Octa-Core 4G Câmera 13MP + 5MP - Preto"
Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4” Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Preto
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Cinza"
Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4” Octa-Core 4G Câmera Tripla Traseira 12MP + 12MP + 16MP - Branco
"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Preto"
"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP - Preto"
"Smartphone Motorola Moto G7 Play 32GB Dual Chip Android Pie - 9.0 Tela 5.7"" 1.8 GHz Octa-Core 4G Câmera 13MP - Ouro"
